title,Year,Car Body Type,Mileage,Cylinder Volume,Horsepower,Transmission,Petrol Type,Owners,price
Skoda Octavia VRS TSI,2017,Hatchback,"20,743 miles",2.0L,217BHP,Manual,Petrol,2 owners,"£16,995"
Audi S5 TFSI QUATTRO S LINE BLACK EDITION,2015,Coupe,"120,000 miles",3.0L,328BHP,Auto,Petrol,5 owners,"£13,000"
Alfa Romeo Giulia 2.9 V6 BiTurbo Quadrifoglio 4dr Auto,2019,Saloon,"18,685 miles",2.9L,503BHP,Auto,Petrol,4 owners,"£46,490"
Ford Focus 2.3 EcoBoost ST 5dr,2020,Hatchback,"14,137 miles",2.3L,276BHP,Manual,Petrol,1 owner,"£24,995"
PORSCHE 911 (991) TURBO S PDK                              2015,2015,Coupe,"36,040 miles",3.8L,560BHP,Auto,Petrol,2 owners,"£89,950"
"Audi RS3, Very High Spec, FSH, MRC Stage 2, SS Seats, B&O, Milltek Sports Cats",2016,Hatchback,"55,500 miles",2.5L,362BHP,Auto,Petrol,7 owners,"£27,495"
Ferrari California Dd 3.9,2015,Convertible,"33,000 miles",3.9L,560BHP,Auto,Petrol,4 owners,"£89,900"
MINI Mini John Cooper Works,2017,Hatchback,"33,700 miles",2.0L,228BHP,Manual,Petrol,4 owners,"£15,779"
Mazda MX-5 2.0 [184] GT Sport Tech 2dr Convertible,2022,Convertible,"9,661 miles",2.0L,181BHP,Manual,Petrol,1 owner,"£26,994"
Ford Focus 2.0T ST-3 Estate,2013,Estate,"47,000 miles",2.0L,247BHP,Manual,Petrol,5 owners,"£14,795"
BENTLEY CONTINENTAL GT 6.0 W12 First Edition 2dr Auto,2018,Coupe,"23,072 miles",6.0L,626BHP,Auto,Petrol,2 owners,"£116,950"
McLaren 540C 3.8T V8 Coupe 2dr Petrol SSG Euro 6 (s/s) (540 ps),2017,Coupe,"22,761 miles",3.8L,532BHP,Auto,Petrol,4 owners,"£84,000"
FERRARI F430 SPIDER V8                                       2005,2005,Convertible,"13,000 miles",4.3L,479BHP,Manual,Petrol,,"£120,000"
Peugeot RCZ 2.0 HDI GT 2d 163 BHP,2012,Coupe,"56,179 miles",2.0L,163BHP,Manual,Diesel,4 owners,"£7,250"
Porsche Cayenne 3.0 PLATINUM EDITION D V6 TIPTRONIC 5d 245 BHP,2014,SUV,"82,000 miles",3.0L,245BHP,Auto,Diesel,3 owners,"£20,000"
LAMBORGHINI MURCIELAGO COUPE                                    2004,2004,Coupe,"69,000 miles",6.2L,571BHP,Manual,Petrol,,"£160,000"
ALPINE A110 (AS1) PREMIERE EDITION                         2018,2018,Coupe,"11,400 miles",1.8L,248BHP,Auto,Petrol,1 owner,"£45,000"
Maserati Ghibli 3.0L DV6 4d AUTO 275,2016,Saloon,"43,051 miles",3.0L,,Auto,Diesel,1 owner,"£19,295"
Ford Focus 2.3 ECOBOOST ST 5DR,2020,Hatchback,"45,730 miles",2.3L,276BHP,Manual,Petrol,1 owner,"£22,900"
Ford Focus T EcoBoost ST-3,2018,Hatchback,"52,660 miles",2.0L,247BHP,Manual,Petrol,2 owners,"£16,950"
PORSCHE 911 (992) TURBO S PDK                              2022,2022,Coupe,"2,400 miles",3.7L,641BHP,Auto,Petrol,,"£189,995"
FERRARI 488 PISTA (1) VSS                                      2021,2021,Convertible,449 miles,3.9L,711BHP,Auto,Petrol,,"£439,995"
FERRARI 812 SUPERFAST (1) BCE                                      2020,2020,Coupe,"6,950 miles",6.5L,788BHP,Auto,Petrol,,"£249,995"
PORSCHE 911 (997) GT3 2007,2007,Coupe,"37,900 miles",3.6L,415BHP,Manual,Petrol,,"£89,995"
LAMBORGHINI GALLARDO V10 COUPE                                2009,2009,Coupe,"27,465 miles",5.0L,494BHP,Manual,Petrol,,"£119,995"
BENTLEY CONTINENTAL (3S) GT V8                                    2020,2020,Convertible,"1,822 miles",4.0L,542BHP,Auto,Petrol,1 owner,"£184,995"
Lamborghini Aventador Ultimae LP 780-4 6.5 V12,2022,Coupe,"2,394 miles",6.5L,769BHP,Auto,Petrol,,"£459,995"
Volkswagen Polo 1.8 TSI GTI Euro 6 (s/s) 3dr,2017,Hatchback,"38,000 miles",1.8L,189BHP,Manual,Petrol,3 owners,"£10,795"
Porsche 911 3.6 997 Black Edition Cabriolet PDK 2dr,2011,Convertible,"66,000 miles",3.6L,345BHP,Auto,Petrol,3 owners,"£36,995"
Mercedes-Benz C-Class C43 4MATIC PREMIUM PLUS 4DR AUTO,2016,Saloon,"16,377 miles",3.0L,396BHP,Auto,Petrol,3 owners,"£30,400"
BMW 5 Series 4.4 M5 4d 553 BHP,2016,Saloon,"47,500 miles",4.4L,552BHP,Auto,Petrol,5 owners,"£30,000"
BMW X3 M Competition 3.0 Auto xDrive,2022,SUV,"11,000 miles",3.0L,354BHP,Auto,Petrol,,"£62,995"
Mercedes-Benz C-Class 3.0 AMG C 43 4MATIC PREMIUM PLUS 2d 362 BHP,2017,Convertible,"20,646 miles",3.0L,396BHP,Auto,Petrol,3 owners,"£29,995"
Mercedes C63 AMG -Import--Finance--Rare,2011,Saloon,"44,000 miles",6.3L,515BHP,Auto,Petrol,1 owner,"£25,995"
Lotus elise S1,1998,Convertible,"55,800 miles",1.8L,,Manual,Petrol,,"£19,995"
BMW 5 Series M5 COMPETITION 4.4 AUTO 4DR,2022,Saloon,"12,300 miles",4.4L,617BHP,Auto,Petrol,1 owner,"£82,995"
Continental Supersports Convertible 6.0 Automatic Petrol/Alcohol,2010,Convertible,"25,100 miles",6.0L,621BHP,Auto,Petrol,1 owner,"£62,500"
Convertible,2006,Convertible,"24,900 miles",6.8L,550BHP,Auto,Petrol,5 owners,"£105,000"
Porsche 911 CARRERA S,2011,Coupe,"49,500 miles",3.8L,400BHP,Manual,Petrol,2 owners,"£56,991"
Lamborghini Huracan 5.2 LP 610-4 2d 610 BHP,2016,Coupe,"27,000 miles",5.2L,571BHP,Auto,Petrol,1 owner,"£139,995"
Tesla Model X P100DL (Dual Motor) Auto 4WDE 5dr (Ludicrous),2019,Other,"15,264 miles",,762BHP,Auto,Electric,1 owner,"£69,950"
Audi R8 5.2 SPYDER V10 QUATTRO 2d 533 BHP exhaust 10k+upgrade,2017,Convertible,"26,250 miles",5.2L,533BHP,Auto,Petrol,4 owners,"£84,999"
Maserati Granturismo 4.7 V8 MC MC Shift Euro 6 2dr,2017,Coupe,"15,401 miles",4.7L,460BHP,Auto,Petrol,2 owners,"£71,850"
Aston Martin Vanquish V12 ZAGATO. NOW SOLD. SIMILAR REQUIRED. PLEASE CALL 01903 254 800.,2017,Hatchback,765 miles,5.9L,595BHP,Auto,Petrol,2 owners,"£374,995"
430BHP|Forged MMR Engine|Supercharged,2009,Hatchback,"71,000 miles",2.0L,430BHP,Manual,Petrol,4 owners,"£15,950"
Maserati Ghibli 3.0D V6 ZF Euro 5 (s/s) 4dr,2016,Saloon,"50,000 miles",3.0L,,Auto,Diesel,1 owner,"£19,000"
Audi SQ8 4.0 TDI V8 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,2020,Hatchback,"29,000 miles",4.0L,429BHP,Auto,Diesel,1 owner,"£77,995"
Lamborghini Urus 4.0 V8 BiTurbo S Auto 4WD Euro 6 5dr,2022,SUV,"3,000 miles",4.0L,641BHP,Auto,Petrol,1 owner,"£259,995"
Land Rover Range Rover Sport 5.0 P575 V8 SVR Auto 4WD Euro 6 (s/s) 5dr,2018,SUV,"21,000 miles",5.0L,567BHP,Auto,Petrol,1 owner,"£74,995"
Lamborghini Urus 4.0 V8 BiTurbo S Auto 4WD Euro 6 5dr,2022,SUV,"4,000 miles",4.0L,641BHP,Auto,Petrol,1 owner,"£239,995"
Audi R8 5.2 FSI V10 Performance Carbon Black Spyder S Tronic quattro Euro 6 (s/s) 2dr,2019,Convertible,"10,000 miles",5.2L,611BHP,Auto,Petrol,5 owners,"£129,995"
Porsche 911 3.7T 992 Turbo PDK 4WD Euro 6 (s/s) 2dr,2021,Coupe,"2,000 miles",3.7L,572BHP,Auto,Petrol,2 owners,"£189,995"
Audi TT Coupe 2.0 TDI QUATTRO 3DR Manual,2009,Coupe,"109,000 miles",2.0L,170BHP,Manual,Diesel,5 owners,"£5,995"
Audi S7 S7 TFSI Quattro 5dr S Tronic Leather Seats,2015,Hatchback,"47,377 miles",4.0L,444BHP,Auto,Petrol,5 owners,"£26,000"
Land Rover Range Rover Sport 5.0 P575 V8 SVR Auto 4WD Euro 6 (s/s) 5dr,2020,SUV,"12,000 miles",5.0L,567BHP,Auto,Petrol,7 owners,"£92,995"
"AUDI TT 3.2 V6 DSG MK1 Genuine 56k, Owned Since 2012, Superb",2003,Coupe,"56,000 miles",3.2L,247BHP,Auto,Petrol,6 owners,"£6,495"
Ford Focus ST 5-Door,2013,Hatchback,"130,750 miles",2.0L,247BHP,Manual,Petrol,2 owners,"£5,999"
Tesla Model X 75D Dual Motor Auto 4WDE 5dr,2017,Other,"48,000 miles",,518BHP,Auto,Electric,2 owners,"£38,900"
Skoda Octavia 2.0 TSI 245 vRS 5dr DSG Satellite Navigation,2019,Hatchback,"38,338 miles",2.0L,241BHP,Auto,Petrol,1 owner,"£20,350"
Mazda MX-5 1.5 [132] Sport 2dr,2023,Convertible,,1.5L,130BHP,Manual,Petrol,1 owner,"£26,835"
Mercedes-Benz A-Class 2.0 A45 AMG SpdS DCT 4MATIC Premium Euro 6 (s/s) 5dr,2017,Hatchback,"67,706 miles",2.0L,375BHP,Auto,Petrol,4 owners,"£24,295"
BMW 4 Series 3.0 M4 COMPETITION 2d 444 BHP,2017,Coupe,"63,650 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£29,750"
Audi TT Roadster 2.0L TFSI S LINE 2d 227 BHP,2015,Convertible,"35,135 miles",2.0L,227BHP,Manual,Petrol,3 owners,"£17,295"
Audi TT Coupe TDI QUATTRO S LINE BLACK EDITION 2-Door,2011,Coupe,"120,000 miles",2.0L,168BHP,Manual,Diesel,2 owners,"£6,998"
Volkswagen Polo 2.0 TSI GTI 5dr DSG,2019,Hatchback,"25,980 miles",2.0L,197BHP,Auto,Petrol,1 owner,"£18,100"
Mercedes-Benz A-Class A35 4Matic 5dr Auto,2019,Hatchback,"15,496 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£28,950"
Audi S3 S3 TFSI Quattro Black Edition 5dr S Tronic,2017,Hatchback,"38,723 miles",2.0L,306BHP,Auto,Petrol,2 owners,"£24,850"
BMW 3 SERIES (E9X) M3 2008 Manual,2008,Coupe,"84,000 miles",4.0L,414BHP,Manual,Petrol,,"£19,000"
BMW 5 Series,2014,Saloon,"58,500 miles",4.4L,552BHP,Auto,Petrol,2 owners,"£23,767"
BMW 4 Series M4 COMPETITION,2018,Coupe,"18,000 miles",3.0L,,Auto,Petrol,2 owners,"£38,995"
Peugeot RCZ HDI GT,2012,Coupe,"91,855 miles",2.0L,163BHP,Manual,Diesel,1 owner,"£5,795"
Porsche 911 997 Coupe Manual 1 Owner Full Porsche Service History & Bore Score checked,2007,Coupe,"65,265 miles",3.6L,325BHP,Manual,Petrol,1 owner,"£29,995"
Ford Mustang Mach-E MACH-E 95 kWh 294 Bhp EXTENDED RANGE,2021,Hatchback,"7,901 miles",,290BHP,Auto,Electric,1 owner,"£40,997"
Tesla Model X 75D (Dual Motor) Auto 4WDE 5dr,2017,Other,"50,000 miles",,518BHP,Auto,Electric,1 owner,"£40,995"
Mercedes-Benz C-Class C63 AMG EDITION,2014,Coupe,"15,247 miles",6.2L,507BHP,Auto,Petrol,5 owners,"£49,983"
Ford Fiesta ST-2 3-Door,2014,Hatchback,"82,185 miles",1.6L,180BHP,Manual,Petrol,1 owner,"£7,245"
Mazda MX-5 1.5 SKYACTIV-G Arctic Euro 6 2dr,2017,Convertible,"47,250 miles",1.5L,129BHP,Manual,Petrol,2 owners,"£13,994"
Jaguar XKR XKR 2-Door,2007,Convertible,"63,919 miles",4.2L,420BHP,Auto,Petrol,2 owners,"£24,990"
Rolls-Royce Ghost II 4dr Auto EWB,2020,Saloon,"9,343 miles",6.6L,563BHP,Auto,Petrol,2 owners,"£219,995"
BMW 1 Series M135i xDrive,2019,Hatchback,"21,588 miles",2.0L,302BHP,Auto,Petrol,2 owners,"£31,450"
Toyota Supra 3.0 PRO 2d 612 BHP,2019,Coupe,"16,737 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£45,495"
Ford Focus 2.0 TDCi 185 ST-2 5dr with Navigation and Keyless Start,2016,Hatchback,"67,259 miles",2.0L,182BHP,Manual,Diesel,4 owners,"£13,000"
AUDI A3 (A5) S3 SPORTBACK TFSI QUATTRO BLACK EDITION  2012,2012,Hatchback,"85,000 miles",2.0L,261BHP,Manual,Petrol,7 owners,"£10,000"
PORSCHE 911 (996) GT3                                      2004,2004,Coupe,"40,740 miles",3.6L,381BHP,Manual,Petrol,4 owners,"£79,995"
FORD FIESTA ST150                              2006,2006,Hatchback,"78,934 miles",2.0L,148BHP,Manual,Petrol,7 owners,"£4,200"
2008 bmw m3 4.0l v8,2008,Coupe,"76,000 miles",4.0L,,Manual,Petrol,,"£22,950"
2000 Model - Total Chassis Restoration,2000,Convertible,"69,500 miles",4.0L,,Manual,Petrol,,"£22,400"
GR Yaris CIRCUIT                             2021,2021,Hatchback,"17,000 miles",1.6L,257BHP,Manual,Petrol,2 owners,"£31,500"
PORSCHE 911 (996) CARRERA 2 TIPTRONIC S                    2002,2002,Coupe,"106,000 miles",3.6L,315BHP,Auto,Petrol,1 owner,"£18,000"
Maserati GranCabrio 4.7 V8 Convertible 2dr Petrol Auto Euro 4 (440 ps),2010,Convertible,"40,198 miles",4.7L,433BHP,Auto,Petrol,5 owners,"£29,995"
Mercedes-Benz C-Class C63 S Premium,2017,Saloon,"38,000 miles",4.0L,503BHP,Auto,Petrol,3 owners,"£42,000"
Audi SQ5 SQ5 TDI Quattro 5dr Tiptronic,2021,Hatchback,"4,300 miles",3.0L,337BHP,Auto,Diesel,2 owners,"£51,257"
Seat Leon 2.0 Tsi Cupra 290 Hatchback 5dr Petrol Dsg Euro 6 (s/s) (290 Ps),2019,Hatchback,"27,983 miles",2.0L,286BHP,Auto,Petrol,1 owner,"£22,325"
BMW 1 Series M140i Shadow Edition 5-door,2019,Hatchback,"23,713 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£25,750"
Morgan 4/4,2012,Convertible,"18,000 miles",1.8L,134BHP,Manual,Petrol,3 owners,"£25,995"
Aston Martin Vanquish (16 Reg) 6.0 V12 Vanquish Carbon Black Edition,2016,Coupe,"27,270 miles",5.9L,568BHP,Auto,Petrol,2 owners,POA
Porsche 911 GTS 2dr,2023,Coupe,331 miles,3.0L,473BHP,Manual,Petrol,,"£149,900"
Aston Martin V12 Vantage S S Sportshift III,2015,Convertible,"2,998 miles",5.9L,565BHP,Auto,Petrol,2 owners,"£114,295"
Toyota Yaris 1.5 Hybrid GR-Sport 5dr CVT,2020,Hatchback,"8,452 miles",1.5L,99BHP,Manual,Hybrid,1 owner,"£18,195"
Audi RS Q8 4.0 TFSI V8 Tiptronic quattro Euro 6 (s/s) 5dr,2022,Hatchback,"9,118 miles",4.0L,592BHP,Auto,Petrol,2 owners,"£106,950"
Mercedes-Benz G-Class 4.0 G63 V8 BiTurbo AMG SpdS+9GT 4WD Euro 6 (s/s) 5dr,2020,SUV,"28,546 miles",4.0L,577BHP,Auto,Petrol,4 owners,"£157,950"
Rolls-Royce Wraith 6.6 V12 Black Badge Auto Euro 6 2dr,2021,Coupe,"15,865 miles",6.6L,591BHP,Auto,Petrol,4 owners,"£249,990"
Aston Martin V12 Vantage 2dr ZF 8 Speed Auto Aston Martin Premium Audio 1 Of 333,2022,Coupe,254 miles,5.2L,690BHP,Auto,Petrol,1 owner,"£298,800"
Ford Fiesta ST-3 1.5 ECOBOOST 200PS,2019,Hatchback,"13,589 miles",1.5L,197BHP,Manual,Petrol,1 owner,"£19,995"
"Jaguar XK8 4.2 COUPE 2d AUTO-STUNNING LOW MILEAGE EXAMPLE FINISHED IN EBONY BLACK-20"" BBS ALLOYS-HEATED BLACK LEATHER--CRUISE CO",2005,Coupe,"47,000 miles",4.2L,300BHP,Auto,Petrol,1 owner,"£13,950"
Porsche Cayenne V8 TURBO TIPTRONIC S 5-Door,2010,SUV,"63,400 miles",4.8L,500BHP,Auto,Petrol,4 owners,"£24,995"
Aston Martin DB11 V8 Touchtronic Aston Martin Premium Audio Heated Steering Wheel,2019,Coupe,"16,792 miles",4.0L,503BHP,Auto,Petrol,2 owners,"£92,795"
Porsche Macan 5dr PDK,2018,Estate,"30,470 miles",2.0L,242BHP,Auto,Petrol,,"£48,000"
Mercedes-Benz SL-Class AMG SL 63 Used,2015,Convertible,"14,191 miles",5.5L,577BHP,Auto,Petrol,3 owners,"£51,995"
Audi E-Tron Launch Edition 55 quattro 265 kW,2019,SUV,"22,123 miles",,402BHP,Auto,Electric,2 owners,"£41,997"
Porsche Cayenne V6 PLATINUM EDITION,2022,SUV,"3,615 miles",3.0L,335BHP,Auto,Petrol,1 owner,"£75,495"
Porsche 911 CARRERA S,2011,Coupe,"49,500 miles",3.8L,400BHP,Manual,Petrol,2 owners,"£55,991"
Aston Martin Vantage 4.3 V8 ROADSTER 2d 380 BHP,2008,Convertible,"23,180 miles",4.3L,380BHP,Auto,Petrol,5 owners,"£36,995"
LOTUS ELISE 240 Final Edition SPORT                                    2021,2021,Convertible,205 miles,1.8L,239BHP,Manual,Petrol,1 owner,"£55,995"
Bentley Continental Base,2006,Saloon,"65,000 miles",6.0L,550BHP,Auto,Petrol,1 owner,"£15,950"
Toyota MR2 T-BAR 2-Door,1989,Coupe,"142,000 miles",1.6L,91BHP,Manual,Petrol,9 owners,"£8,500"
Volkswagen up! 1.0 TSI up! GTI Hatchback 5dr Petrol Manual Euro 6 (s/s) (115 ps),2019,Hatchback,"42,939 miles",1.0L,113BHP,Manual,Petrol,1 owner,"£13,190"
Volkswagen Golf 2.0 TSI 245 GTI Performance 5dr DSG Petrol Hatchback,2019,Hatchback,"27,606 miles",2.0L,241BHP,Auto,Petrol,2 owners,"£26,734"
Audi RS Q3 TFSI Quattro 5dr S Tronic,2020,SUV,"27,948 miles",2.5L,394BHP,Auto,Petrol,3 owners,"£43,990"
Mazda MX-5 2.0 Sport Nav 2dr Petrol Convertible,2016,Convertible,"30,545 miles",2.0L,158BHP,Manual,Petrol,3 owners,"£14,550"
Bentley Continental 6.0 FLYING SPUR 5 SEATS 4d 550 BHP,2007,Saloon,"73,238 miles",6.0L,550BHP,Auto,Petrol,7 owners,"£18,888"
Porsche Macan GTS 5dr PDK,2022,Estate,"9,226 miles",2.9L,434BHP,Auto,Petrol,,"£82,900"
Mazda MX-5 Se +,2018,Convertible,"11,182 miles",1.5L,130BHP,Manual,Petrol,2 owners,"£15,900"
Vauxhall Corsa Vxr 1.6 3dr Hatchback,2018,Hatchback,"35,421 miles",1.6L,202BHP,Manual,Petrol,2 owners,"£12,499"
Ford Focus 2.3 RS 5d 346 BHP,2017,Hatchback,"33,452 miles",2.3L,345BHP,Manual,Petrol,2 owners,"£27,590"
Volkswagen Golf 2.0 TSI GTI TCR Hatchback 5dr Petrol DSG Euro 6 (s/s) (290 ps),2019,Hatchback,"51,957 miles",2.0L,286BHP,Auto,Petrol,3 owners,"£25,450"
Audi TT Coupe 2.0 TFSI SPORT 2d 227 BHP,2015,Coupe,"37,500 miles",2.0L,227BHP,Manual,Petrol,3 owners,"£15,950"
Ford Focus 2.0 ST-2 TDCI 5d 183 BHP,2015,Hatchback,"90,000 miles",2.0L,182BHP,Manual,Diesel,4 owners,"£10,195"
Mercedes-Benz AMG 4.0 V8 BiTurbo R (Premium) SpdS DCT Euro 6 (s/s) 2dr,2019,Coupe,"19,909 miles",4.0L,577BHP,Auto,Petrol,3 owners,"£119,995"
Mercedes-Benz CLA 2.0 CLA45 AMG S Plus Coupe 8G-DCT 4MATIC+ Euro 6 (s/s) 4dr,2022,Coupe,"3,900 miles",2.0L,416BHP,Auto,Petrol,2 owners,"£63,490"
Volkswagen Polo 1.8 TSI BlueMotion Tech GTI Hatchback 5dr Petrol Manual Euro 6 (s/s) (192 ps),2016,Hatchback,"60,164 miles",1.8L,189BHP,Manual,Petrol,3 owners,"£13,000"
Audi SQ5 3.0 BiTDI V6 Plus SUV 5dr Diesel Tiptronic quattro Euro 6 (s/s) (340 ps),2016,SUV,"50,526 miles",3.0L,335BHP,Auto,Diesel,3 owners,"£26,300"
Aston Martin DBS SUPERLEGGERA,2019,Coupe,"12,883 miles",5.2L,715BHP,Auto,Petrol,3 owners,"£149,950"
Porsche 911 2dr PDK,2021,Convertible,"2,379 miles",3.7L,572BHP,Auto,Petrol,2 owners,"£162,390"
Volkswagen Polo 1.4 TSI GTI DSG Euro 5 3dr,2010,Hatchback,"86,536 miles",1.4L,177BHP,Auto,Petrol,6 owners,"£6,950"
Ford Focus 2.3 EcoBoost ST Edition 5dr,2021,Hatchback,"12,825 miles",2.3L,276BHP,Manual,Petrol,2 owners,"£27,995"
Nissan 370Z 3.7 V6 Black Edition Auto Euro 5 3dr,2010,Coupe,"18,027 miles",3.7L,328BHP,Auto,Petrol,3 owners,"£19,879"
Volkswagen Golf 1.8 GTI Hatchback 3dr Petrol Manual (112 bhp),1990,Hatchback,"55,000 miles",1.8L,,Manual,Petrol,2 owners,"£19,995"
Seat Leon 5dr (2016) 2.0 TSI Cupra 300,2017,Hatchback,"33,835 miles",2.0L,296BHP,Manual,Petrol,1 owner,"£17,995"
Audi TT Roadster 1.8 TFSI S LINE 2d 160 BHP,2011,Convertible,"96,852 miles",1.8L,160BHP,Manual,Petrol,1 owner,"£7,995"
BMW 1 Series M140i Shadow Edition 5dr Step Auto,2018,Hatchback,"21,942 miles",3.0L,335BHP,Auto,Petrol,3 owners,"£26,980"
Volkswagen Golf GTI Performance,2019,Hatchback,"31,792 miles",2.0L,241BHP,Manual,Petrol,2 owners,"£21,990"
Porsche Cayenne 3.0h V6 S TiptronicS 4WD Euro 5 (s/s) 5dr,2013,SUV,"36,500 miles",3.0L,373BHP,Auto,Hybrid,2 owners,"£27,445"
Porsche Cayenne 3.0 TD V6 TiptronicS 4WD Euro 6 (s/s) 5dr,2017,SUV,"8,350 miles",3.0L,262BHP,Auto,Diesel,2 owners,"£43,650"
MINI Mini Countryman Countryman John Cooper Works 306HP,2020,Hatchback,"27,500 miles",2.0L,302BHP,Auto,Petrol,2 owners,"£30,950"
Volkswagen Golf 2.0 TSI BlueMotion Tech R 4Motion Euro 6 (s/s) 5dr,2017,Hatchback,"42,205 miles",2.0L,298BHP,Manual,Petrol,3 owners,"£21,546"
Ford Fiesta ST-2,2022,Hatchback,"7,579 miles",1.5L,197BHP,Manual,Petrol,1 owner,"£23,000"
Mercedes-Benz GLA-Class 2.0 GLA45 AMG SpdS DCT 4MATIC Euro 6 (s/s) 5dr,2016,SUV,"50,000 miles",2.0L,360BHP,Auto,Petrol,4 owners,"£23,995"
Kia Stinger 3.3 GT S ISG 5d 365 BHP,2018,Hatchback,"66,000 miles",3.3L,365BHP,Auto,Petrol,3 owners,"£25,995"
Porsche Macan 5dr PDK,2018,Estate,"30,944 miles",2.0L,242BHP,Auto,Petrol,,"£45,000"
Porsche Taycan,2021,Hatchback,"10,301 miles",0.0L,563BHP,Auto,Electric,1 owner,"£86,900"
Volkswagen Golf 2.0 TSI 300 R 4MOTION DSG,2019,Estate,"27,271 miles",2.0L,296BHP,Auto,Petrol,4 owners,"£26,998"
Porsche Cayenne 3.0L V6 TIPTRONIC 5d AUTO 336 BHP,2018,SUV,"43,678 miles",3.0L,335BHP,Auto,Petrol,3 owners,"£46,949"
Aston Martin DB9 5.9 V12 2d 470 BHP,2009,Convertible,"22,000 miles",5.9L,470BHP,Auto,Petrol,5 owners,"£43,000"
Mercedes-Benz C Class 4.0 C63 V8 BiTurbo AMG (Premium) SpdS MCT Euro 6 (s/s) 4dr,2016,Saloon,"34,189 miles",4.0L,469BHP,Auto,Petrol,1 owner,"£33,000"
Volkswagen Golf 2.0 TSI GTI 5dr DSG [Performance Pack] Hatchback,2016,Hatchback,"68,957 miles",2.0L,227BHP,Auto,Petrol,3 owners,"£16,990"
Volkswagen Golf R 2.0 TSI 4MOTION 333PS 7-Speed DSG 5 Door,2022,Hatchback,"2,700 miles",2.0L,328BHP,Auto,Petrol,2 owners,"£48,995"
Porsche Macan 3.6 TURBO PDK 5d 400 BHP,2017,Hatchback,"46,000 miles",3.6L,400BHP,Auto,Petrol,2 owners,"£38,990"
BMW 2 Series 3.0 M235I 2d 322 BHP,2016,Coupe,"33,500 miles",3.0L,322BHP,Manual,Petrol,3 owners,"£17,995"
Honda Civic 2.0 VTEC Turbo Type R GT Hatchback 5dr Petrol Manual Euro 6 (s/s) (320 ps),2019,Hatchback,"5,083 miles",2.0L,315BHP,Manual,Petrol,1 owner,"£32,495"
Tesla Model S 0.0 70 5d 315 BHP,2015,Hatchback,"69,000 miles",,382BHP,Auto,Electric,2 owners,"£25,995"
BMW 2 Series 3.0 M2 2d 365 BHP,2017,Coupe,"15,569 miles",3.0L,365BHP,Auto,Petrol,2 owners,"£33,995"
Audi SQ5 3.0 SQ5 TFSI QUATTRO 5d 349 BHP,2017,SUV,"28,305 miles",3.0L,349BHP,Auto,Petrol,1 owner,"£35,475"
Porsche Boxster 3.4 RS60 SPYDER 2DR Manual,2008,Convertible,"26,000 miles",3.4L,303BHP,Manual,Petrol,3 owners,"£26,950"
Audi TT Coupe Matching,2011,Coupe,"41,165 miles",2.0L,211BHP,Auto,Petrol,3 owners,"£11,950"
Volkswagen Golf 2.0 TSI GPF GTI Performance Hatchback 5dr Petrol DSG Euro 6 (s/s) (245 ps),2020,Hatchback,"12,963 miles",2.0L,241BHP,Auto,Petrol,1 owner,"£29,400"
Ford Focus 2.3T EcoBoost RS AWD Euro 6 (s/s) 5dr,2017,Hatchback,"59,813 miles",2.3L,345BHP,Manual,Petrol,1 owner,"£25,499"
Peugeot 208 1.6 THP GTi Hatchback 3dr Petrol Manual Euro 5 (200 ps),2014,Hatchback,"47,619 miles",1.6L,200BHP,Manual,Petrol,6 owners,"£8,495"
Audi S3 S3 TFSI 300 Quattro Black Edition 5dr S Tronic,2019,Hatchback,"33,997 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£28,195"
Jaguar XKR 4.0 Supercharged 2dr,2001,Convertible,"55,000 miles",4.0L,370BHP,Auto,Petrol,1 owner,"£9,995"
Mercedes-Benz S-Class 4.0 S63L V8 BiTurbo AMG SpdS MCT Euro 6 (s/s) 4dr,2018,Saloon,"57,400 miles",4.0L,603BHP,Auto,Petrol,2 owners,"£63,995"
Mercedes-Benz G-Class 5.5 G63 V8 BiTurbo AMG SpdS+7GT 4WD Euro 6 (s/s) 5dr,2016,SUV,"36,211 miles",5.5L,544BHP,Auto,Petrol,6 owners,"£75,990"
Porsche Macan 2.9T V6 GTS PDK 4WD Euro 6 (s/s) 5dr,2020,Hatchback,"12,000 miles",2.9L,375BHP,Auto,Petrol,1 owner,"£64,990"
Audi TT Coupe 2.0 TFSI 3d 200 BHP,2006,Coupe,"77,597 miles",2.0L,200BHP,Manual,Petrol,2 owners,"£4,500"
Audi TT Coupe 2.0 TFSI 40 Black Edition S Tronic Euro 6 (s/s) 3dr,2019,Coupe,"39,189 miles",2.0L,194BHP,Auto,Petrol,2 owners,"£25,000"
Maserati Ghibli 3.0D V6 ZF Euro 5 (s/s) 4dr,2015,Saloon,"41,931 miles",3.0L,,Auto,Diesel,1 owner,"£19,745"
Skoda Octavia 2.0 TDI vRS Euro 5 (s/s) 5dr,2014,Hatchback,"86,345 miles",2.0L,181BHP,Manual,Diesel,2 owners,"£10,478"
